symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TCS,2018-04-18 00:00:00+00:00,5.81,5.94,5.78,5.84,127911,5.4663098592,5.5886197183,5.438084507,5.4945352113,127911,0.0,1.0
TCS,2018-04-19 00:00:00+00:00,5.85,5.96,5.76,5.83,114378,5.503943662,5.6074366197,5.4192676056,5.4851267606,114378,0.0,1.0
TCS,2018-04-20 00:00:00+00:00,5.72,5.89,5.7,5.82,120783,5.3816338028,5.5415774648,5.3628169014,5.4757183099,120783,0.0,1.0
TCS,2018-04-23 00:00:00+00:00,5.83,5.89,5.71,5.76,131388,5.4851267606,5.5415774648,5.3722253521,5.4192676056,131388,0.0,1.0
TCS,2018-04-24 00:00:00+00:00,6.13,6.19,5.77,5.89,257371,5.7673802817,5.8238309859,5.4286760563,5.5415774648,257371,0.0,1.0
TCS,2018-04-25 00:00:00+00:00,5.99,6.17,5.85,6.17,166287,5.6356619718,5.8050140845,5.503943662,5.8050140845,166287,0.0,1.0
TCS,2018-04-26 00:00:00+00:00,6.17,6.24,5.94,6.0,146653,5.8050140845,5.8708732394,5.5886197183,5.6450704225,146653,0.0,1.0
TCS,2018-04-27 00:00:00+00:00,6.33,6.34,6.05,6.2,121844,5.9555492958,5.9649577465,5.6921126761,5.8332394366,121844,0.0,1.0
TCS,2018-04-30 00:00:00+00:00,6.23,6.4,6.18,6.37,128424,5.8614647887,6.0214084507,5.8144225352,5.9931830986,128424,0.0,1.0
TCS,2018-05-01 00:00:00+00:00,6.23,6.25,6.09,6.21,74453,5.8614647887,5.8802816901,5.7297464789,5.8426478873,74453,0.0,1.0
